uid,n_CP_visited,sum_fix_dur,mean_fix_dur,n_fixs,max_sum_reading_dur_per_content-page,mean_sum_reading_dur_per_content-page,mean_dur_per_RS,n_RS,sum_RF_dur,mean_RF_dur_per_CP,mean_n_RF_per_CP,mean_RF_dur,n_RF,max_y_of_RF,mean_y_of_RF,ratio_RF_per_fix,ratio_RF_dur_per_fix_dur,ratio_n_RF_per_n_RS,n_REG,mean_n_RS_per_CP,ratio_n_REG_per_n_RS,ratio_n_REG_per_sec,mean_len_RF_in_px,sum_len_RS_in_px,mean_len_REG_in_px,sum_len_REG_in_px,mean_len_RS_in_px,mean_dur_until_first_REG_per_RS,mean_rows_per_RS,session_count_unique_words,mean_len_RS_in_idx,sum_len_RS_in_idx,ratio_sum_len_RS_in_idx_per_reading_dur,mean_len_REG_in_idx,n_unique_words_read,n_words_read,ratio_n_unique_words_per_n_words,unique_words_per_sec,words_per_sec
48,6.0,810634.1,352.29643633202954,2301.0,333540.2,79936.11666666667,1598.7223333333334,300.0,479616.7,79936.11666666667,226.33333333333334,353.1787187039765,1358.0,2570.7,958.4712812960236,0.5901781833985223,0.5916562108601156,4.526666666666666,88.0,50.0,0.29333333333333333,0.18347984963826322,112.32895534334688,142657.77328605053,206.8392375276726,18201.85290243519,475.5259109535018,380.0609375,3.8363636363636364,628.0,6.863333333333333,2059.0,4.29301148187709,3.727272727272727,960.0,2359.0,0.4069520983467571,2.0015983596901443,4.91851096928026
50,4.0,97005.0,436.9594594594595,222.0,16360.0,9803.025,1568.484,25.0,39212.1,9803.025,22.5,435.69,90.0,2425.0,1345.3488888888887,0.40540540540540543,0.40422761713313743,3.6,4.0,6.25,0.16,0.10200932875311447,102.21905918604075,8790.839089999505,145.36883987552864,581.4753595021145,351.63356359998016,388.15,1.125,81.0,5.8,145.0,3.6978381673003997,2.75,159.0,170.0,0.9352941176470588,4.0548708179363,4.335396472007366
52,2.0,148525.5,352.79216152019,421.0,70585.6,48955.9,1554.1555555555556,63.0,97911.8,48955.9,136.5,358.65128205128207,273.0,1837.1,1033.3886446886445,0.6484560570071259,0.6592255201968685,4.333333333333333,29.0,31.5,0.4603174603174603,0.2961849337873474,113.38077256147638,27664.908505000236,178.4376538154322,5174.691960647534,439.12553182540057,334.6136363636364,1.6808510638297873,218.0,6.619047619047619,417.0,4.258935082390478,3.4827586206896552,389.0,480.0,0.8104166666666667,3.972963422182004,4.902371317859543
53,4.0,99975.9,409.7372950819672,244.0,28713.5,14665.4,1466.54,20.0,29330.8,14665.4,32.5,451.2430769230769,65.0,2902.0,1647.82,0.26639344262295084,0.29337870426772855,3.25,0.0,10.0,0.0,0.0,115.75526420883364,7524.092173574187,,,376.20460867870935,,1.6428571428571428,53.0,6.35,127.0,4.329919402130184,,106.0,147.0,0.7210884353741497,3.6139484773685004,5.0117964733317875
54,7.0,365816.7,555.9524316109423,658.0,65786.4,23294.385714285712,2117.671428571429,77.0,163060.7,23294.385714285712,39.285714285714285,592.9480000000001,275.0,3450.1,1298.5236363636363,0.41793313069908816,0.4457442757534033,3.5714285714285716,15.0,11.0,0.19480519480519481,0.09199028337300158,106.24901589248579,27624.744132046304,199.14533364669748,2987.180004700462,358.76291080579614,659.9769230769232,1.2023809523809523,226.0,5.324675324675325,410.0,2.514401078862043,4.266666666666667,447.0,487.0,0.917864476386037,2.7413104445154475,2.986617866843451
55,13.0,473900.3,457.87468599033815,1035.0,84401.4,19334.85,1757.7136363636364,132.0,232018.2,19334.85,43.25,447.0485549132948,519.0,3789.15,1090.426493256262,0.5014492753623189,0.48959285318029977,3.9318181818181817,29.0,11.0,0.2196969696969697,0.12499019473472339,123.70294290484716,60614.44202337511,191.1258100836787,5542.6484924266815,459.20031835890234,644.7333333333333,1.2708333333333333,463.0,6.454545454545454,852.0,3.672125721171873,4.655172413793103,927.0,984.0,0.9420731707317073,3.9953762247961584,4.241046607550614
57,9.0,535206.9,503.96129943502825,1062.0,86997.9,29913.755555555555,2119.872440944882,127.0,269223.8,29913.755555555555,56.111111111111114,533.1164356435644,505.0,3642.8,1619.510891089109,0.4755178907721281,0.5030275207587943,3.9763779527559056,29.0,14.11111111111111,0.2283464566929134,0.10771707404768821,106.27555858343314,50587.165885714174,228.2746728923034,6619.965513876799,398.3241408323951,522.0045454545455,1.4864864864864864,382.0,5.84251968503937,742.0,2.756071342875333,4.310344827586207,718.0,869.0,0.8262370540851554,2.6669261781462112,3.227797839566933
58,9.0,259611.4,491.6882575757576,528.0,31981.0,13682.666666666666,1759.2,70.0,123144.0,13682.666666666666,27.77777777777778,492.576,250.0,3925.25,1115.5846000000001,0.4734848484848485,0.4743397246808114,3.5714285714285716,15.0,7.777777777777778,0.21428571428571427,0.12180861430520366,106.2079766811325,24958.874520066136,219.0201916077359,3285.3028741160388,356.55535028665906,582.9769230769231,1.1842105263157894,206.0,5.228571428571429,366.0,2.9721301890469696,4.133333333333334,407.0,436.0,0.9334862385321101,3.305073734814526,3.5405703891379194
59,1.0,540685.3,394.0854956268222,1372.0,301178.8,301178.8,1847.722699386503,163.0,301178.8,301178.8,765.0,393.6977777777778,765.0,1631.1,1133.1897821350763,0.5575801749271136,0.5570316041512502,4.693251533742331,91.0,163.0,0.558282208588957,0.30214610058875324,88.48289810071262,59637.47331988031,191.9974358527215,17471.766662597656,365.8740694471185,382.0679245283019,7.818181818181818,229.0,6.828220858895706,1113.0,3.6954792302778285,4.648351648351649,295.0,1276.0,0.23119122257053293,0.9794846117987057,4.236685981881859
60,7.0,140008.0,409.3801169590643,342.0,32366.9,10088.880000000001,1483.6588235294118,34.0,50444.4,10088.880000000001,23.2,434.86551724137934,116.0,2189.2,949.0612068965518,0.3391812865497076,0.360296554482601,3.411764705882353,10.0,6.8,0.29411764705882354,0.19823806012163886,78.98600118304523,8372.516125402795,151.06675671678317,1510.6675671678317,246.2504742765528,306.0111111111111,1.3571428571428572,99.0,4.764705882352941,162.0,3.21145657397055,3.8,175.0,196.0,0.8928571428571429,3.4691660521286805,3.8854659783841217
61,5.0,247577.2,377.9804580152672,655.0,37542.6,20449.579999999998,1381.7283783783782,74.0,102247.9,20449.579999999998,50.8,402.5507874015748,254.0,2430.45,1093.7875984251968,0.38778625954198476,0.41299400752573334,3.4324324324324325,12.0,14.8,0.16216216216216217,0.11736182356801461,116.19328700626568,28118.775455516294,253.78904387805719,3045.468526536686,379.9834521015715,439.02,1.6271186440677967,211.0,5.513513513513513,408.0,3.9903020013124966,4.083333333333333,380.0,482.0,0.7883817427385892,3.716457746320463,4.714033246648587
62,7.0,256725.0,488.0703422053232,526.0,45219.8,21545.866666666665,2051.9873015873013,63.0,129275.2,21545.866666666665,42.0,512.9968253968253,252.0,2588.7,993.0611111111111,0.4790874524714829,0.5035551660336937,4.0,16.0,10.5,0.25396825396825395,0.12376697154597324,117.0884705004918,27632.879038116065,262.8295780523342,4205.273248837348,438.6171275891439,396.74615384615385,1.2950819672131149,213.0,6.142857142857143,387.0,2.9936136242682276,5.5625,410.0,450.0,0.9111111111111111,3.1715286458655645,3.480946074730497
63,7.0,489281.1,369.8269841269841,1323.0,86027.9,36052.63333333333,1327.0907975460123,163.0,216315.8,36052.63333333333,100.33333333333333,359.3285714285714,602.0,2527.1000000000004,1183.4947674418604,0.455026455026455,0.44210945405412144,3.6932515337423313,38.0,27.166666666666668,0.2331288343558282,0.17566909120831675,111.02128843632487,62616.00667808722,203.1478045056064,7719.616571213043,384.14728023366393,373.76129032258063,2.4047619047619047,387.0,6.006134969325154,979.0,4.525790534024792,3.473684210526316,681.0,1142.0,0.5963222416812609,3.1481750292858868,5.279318477892045
65,8.0,529917.7,451.3779386712095,1174.0,86303.8,46456.77142857143,1912.9258823529412,170.0,325197.4,46456.77142857143,101.57142857142857,457.38030942334746,711.0,3177.7,1356.198171589311,0.6056218057921635,0.6136752933521564,4.182352941176471,30.0,24.285714285714285,0.17647058823529413,0.09225166006862293,93.78749316196422,63869.28284329764,268.14500537086366,8044.35016112591,375.70166378410374,405.54583333333335,1.6693548387096775,540.0,5.894117647058824,1002.0,3.0812054462920058,5.333333333333333,922.0,1172.0,0.7866894197952219,2.8352010194423447,3.6039648533475357
66,3.0,247853.3,643.7748051948051,385.0,41598.2,27431.166666666668,2110.0897435897436,39.0,82293.5,27431.166666666668,43.333333333333336,633.026923076923,130.0,2701.95,1138.5603846153847,0.33766233766233766,0.332025032549496,3.3333333333333335,7.0,13.0,0.1794871794871795,0.08506139610054257,132.83643331505723,16338.881297752041,337.4372756101936,2362.0609292713552,418.9456743013344,1135.125,1.2093023255813953,117.0,5.230769230769231,204.0,2.478932114930098,3.857142857142857,226.0,243.0,0.9300411522633745,2.7462679312460887,2.9528456074902634
67,9.0,828957.9,446.63679956896556,1856.0,93598.3,47089.52222222222,1765.8570833333333,240.0,423805.7,47089.52222222222,101.88888888888889,462.1654307524537,917.0,12582.75,1567.054634678299,0.49407327586206895,0.5112511745168241,3.8208333333333333,64.0,26.666666666666668,0.26666666666666666,0.15101259846198387,109.64051212247183,93523.35684046848,202.67775875942436,12971.37656060316,389.680653501952,421.4122448979592,1.6162162162162161,707.0,5.7,1368.0,3.227894292124905,4.109375,1307.0,1608.0,0.8128109452736318,3.083960409215827,3.794191536357345
